7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,3,4,4,4,4,4,4,4,4,4,5,7,7
7,7,9,10,10,10,10,10,10,10,10,10,11,7,7
7,7,9,10,10,10,10,10,10,10,10,10,11,7,7
7,7,9,10,10,0,1,1,1,2,10,10,11,7,7
7,7,9,10,10,6,7,7,7,8,10,10,11,7,7
7,7,9,10,10,6,7,7,7,8,10,10,11,7,7
7,7,9,10,10,6,7,7,7,8,10,10,11,7,7
7,7,9,10,10,12,13,13,13,14,10,10,11,7,7
7,7,9,10,10,10,10,10,10,10,10,10,11,7,7
7,7,15,16,16,16,16,16,16,16,16,16,17,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
